id,utcDate,matchday,homeTeam.id,homeTeam.name,awayTeam.id,awayTeam.name,score.fullTime.home,score.fullTime.away,result
441789,2023-08-18T18:30:00Z,1,12,SV Werder Bremen,5,FC Bayern München,0,4,AwayWin
441792,2023-08-19T13:30:00Z,1,3,Bayer 04 Leverkusen,721,RB Leipzig,3,2,HomeWin
441794,2023-08-19T13:30:00Z,1,11,VfL Wolfsburg,44,1. FC Heidenheim 1846,2,0,HomeWin
441795,2023-08-19T13:30:00Z,1,2,TSG 1899 Hoffenheim,17,SC Freiburg,1,2,AwayWin
441796,2023-08-19T13:30:00Z,1,16,FC Augsburg,18,Borussia Mönchengladbach,4,4,Draw
441797,2023-08-19T13:30:00Z,1,10,VfB Stuttgart,36,VfL Bochum 1848,5,0,HomeWin
441790,2023-08-19T16:30:00Z,1,4,Borussia Dortmund,1,1. FC Köln,1,0,HomeWin
441791,2023-08-20T13:30:00Z,1,28,1. FC Union Berlin,15,1. FSV Mainz 05,4,1,HomeWin
441793,2023-08-20T15:30:00Z,1,19,Eintracht Frankfurt,55,SV Darmstadt 98,1,0,HomeWin
441799,2023-08-25T18:30:00Z,2,721,RB Leipzig,10,VfB Stuttgart,5,1,HomeWin
441800,2023-08-26T13:30:00Z,2,17,SC Freiburg,12,SV Werder Bremen,1,0,HomeWin
441803,2023-08-26T13:30:00Z,2,1,1. FC Köln,11,VfL Wolfsburg,1,2,AwayWin
441804,2023-08-26T13:30:00Z,2,36,VfL Bochum 1848,4,Borussia Dortmund,1,1,Draw
441805,2023-08-26T13:30:00Z,2,44,1. FC Heidenheim 1846,2,TSG 1899 Hoffenheim,2,3,AwayWin
441806,2023-08-26T13:30:00Z,2,55,SV Darmstadt 98,28,1. FC Union Berlin,1,4,AwayWin
441802,2023-08-26T16:30:00Z,2,18,Borussia Mönchengladbach,3,Bayer 04 Leverkusen,0,3,AwayWin
441801,2023-08-27T13:30:00Z,2,15,1. FSV Mainz 05,19,Eintracht Frankfurt,1,1,Draw
441798,2023-08-27T15:30:00Z,2,5,FC Bayern München,16,FC Augsburg,3,1,HomeWin
441807,2023-09-01T18:30:00Z,3,4,Borussia Dortmund,44,1. FC Heidenheim 1846,2,2,Draw
441809,2023-09-02T13:30:00Z,3,3,Bayer 04 Leverkusen,55,SV Darmstadt 98,5,1,HomeWin
441812,2023-09-02T13:30:00Z,3,2,TSG 1899 Hoffenheim,11,VfL Wolfsburg,3,1,HomeWin
441813,2023-09-02T13:30:00Z,3,12,SV Werder Bremen,15,1. FSV Mainz 05,4,0,HomeWin
441814,2023-09-02T13:30:00Z,3,16,FC Augsburg,36,VfL Bochum 1848,2,2,Draw
441815,2023-09-02T13:30:00Z,3,10,VfB Stuttgart,17,SC Freiburg,5,0,HomeWin
441811,2023-09-02T16:30:00Z,3,18,Borussia Mönchengladbach,5,FC Bayern München,1,2,AwayWin
441810,2023-09-03T13:30:00Z,3,19,Eintracht Frankfurt,1,1. FC Köln,1,1,Draw
441808,2023-09-03T15:30:00Z,3,28,1. FC Union Berlin,721,RB Leipzig,0,3,AwayWin
441816,2023-09-15T18:30:00Z,4,5,FC Bayern München,3,Bayer 04 Leverkusen,2,2,Draw
441817,2023-09-16T13:30:00Z,4,721,RB Leipzig,16,FC Augsburg,3,0,HomeWin
441818,2023-09-16T13:30:00Z,4,17,SC Freiburg,4,Borussia Dortmund,2,4,AwayWin
441819,2023-09-16T13:30:00Z,4,11,VfL Wolfsburg,28,1. FC Union Berlin,2,1,HomeWin
441820,2023-09-16T13:30:00Z,4,15,1. FSV Mainz 05,10,VfB Stuttgart,1,3,AwayWin
441821,2023-09-16T13:30:00Z,4,1,1. FC Köln,2,TSG 1899 Hoffenheim,1,3,AwayWin
441822,2023-09-16T16:30:00Z,4,36,VfL Bochum 1848,19,Eintracht Frankfurt,1,1,Draw
441823,2023-09-17T13:30:00Z,4,44,1. FC Heidenheim 1846,12,SV Werder Bremen,4,2,HomeWin
441824,2023-09-17T15:30:00Z,4,55,SV Darmstadt 98,18,Borussia Mönchengladbach,3,3,Draw
441833,2023-09-22T18:30:00Z,5,10,VfB Stuttgart,55,SV Darmstadt 98,3,1,HomeWin
441825,2023-09-23T13:30:00Z,5,5,FC Bayern München,36,VfL Bochum 1848,7,0,HomeWin
441826,2023-09-23T13:30:00Z,5,4,Borussia Dortmund,11,VfL Wolfsburg,1,0,HomeWin
441827,2023-09-23T13:30:00Z,5,28,1. FC Union Berlin,2,TSG 1899 Hoffenheim,0,2,AwayWin
441830,2023-09-23T13:30:00Z,5,18,Borussia Mönchengladbach,721,RB Leipzig,0,1,AwayWin
441832,2023-09-23T13:30:00Z,5,16,FC Augsburg,15,1. FSV Mainz 05,2,1,HomeWin
441831,2023-09-23T16:30:00Z,5,12,SV Werder Bremen,1,1. FC Köln,2,1,HomeWin
441828,2023-09-24T13:30:00Z,5,3,Bayer 04 Leverkusen,44,1. FC Heidenheim 1846,4,1,HomeWin
441829,2023-09-24T15:30:00Z,5,19,Eintracht Frankfurt,17,SC Freiburg,0,0,Draw
441839,2023-09-29T18:30:00Z,6,2,TSG 1899 Hoffenheim,4,Borussia Dortmund,1,3,AwayWin
441836,2023-09-30T13:30:00Z,6,11,VfL Wolfsburg,19,Eintracht Frankfurt,2,0,HomeWin
441837,2023-09-30T13:30:00Z,6,15,1. FSV Mainz 05,3,Bayer 04 Leverkusen,0,3,AwayWin
441838,2023-09-30T13:30:00Z,6,1,1. FC Köln,10,VfB Stuttgart,0,2,AwayWin
441840,2023-09-30T13:30:00Z,6,36,VfL Bochum 1848,18,Borussia Mönchengladbach,1,3,AwayWin
441841,2023-09-30T13:30:00Z,6,44,1. FC Heidenheim 1846,28,1. FC Union Berlin,1,0,HomeWin
441834,2023-09-30T16:30:00Z,6,721,RB Leipzig,5,FC Bayern München,2,2,Draw
441842,2023-10-01T13:30:00Z,6,55,SV Darmstadt 98,12,SV Werder Bremen,4,2,HomeWin
441835,2023-10-01T15:30:00Z,6,17,SC Freiburg,16,FC Augsburg,2,0,HomeWin
441848,2023-10-06T18:30:00Z,7,18,Borussia Mönchengladbach,15,1. FSV Mainz 05,2,2,Draw
441844,2023-10-07T13:30:00Z,7,4,Borussia Dortmund,28,1. FC Union Berlin,4,2,HomeWin
441845,2023-10-07T13:30:00Z,7,721,RB Leipzig,36,VfL Bochum 1848,0,0,Draw
441850,2023-10-07T13:30:00Z,7,16,FC Augsburg,55,SV Darmstadt 98,1,2,AwayWin
441851,2023-10-07T13:30:00Z,7,10,VfB Stuttgart,11,VfL Wolfsburg,3,1,HomeWin
441849,2023-10-07T16:30:00Z,7,12,SV Werder Bremen,2,TSG 1899 Hoffenheim,2,3,AwayWin
441846,2023-10-08T13:30:00Z,7,3,Bayer 04 Leverkusen,1,1. FC Köln,3,0,HomeWin
441843,2023-10-08T15:30:00Z,7,5,FC Bayern München,17,SC Freiburg,3,0,HomeWin
441847,2023-10-08T17:30:00Z,7,19,Eintracht Frankfurt,44,1. FC Heidenheim 1846,2,0,HomeWin
441852,2023-10-20T18:30:00Z,8,4,Borussia Dortmund,12,SV Werder Bremen,1,0,HomeWin
441858,2023-10-21T13:30:00Z,8,2,TSG 1899 Hoffenheim,19,Eintracht Frankfurt,1,3,AwayWin
441860,2023-10-21T13:30:00Z,8,55,SV Darmstadt 98,721,RB Leipzig,1,3,AwayWin
441853,2023-10-21T13:30:00Z,8,28,1. FC Union Berlin,10,VfB Stuttgart,0,3,AwayWin
441854,2023-10-21T13:30:00Z,8,17,SC Freiburg,36,VfL Bochum 1848,2,1,HomeWin
441855,2023-10-21T13:30:00Z,8,11,VfL Wolfsburg,3,Bayer 04 Leverkusen,1,2,AwayWin
441856,2023-10-21T16:30:00Z,8,15,1. FSV Mainz 05,5,FC Bayern München,1,3,AwayWin
441857,2023-10-22T13:30:00Z,8,1,1. FC Köln,18,Borussia Mönchengladbach,3,1,HomeWin
441859,2023-10-22T15:30:00Z,8,44,1. FC Heidenheim 1846,16,FC Augsburg,2,5,AwayWin
441867,2023-10-27T18:30:00Z,9,36,VfL Bochum 1848,15,1. FSV Mainz 05,2,2,Draw
441861,2023-10-28T13:30:00Z,9,5,FC Bayern München,55,SV Darmstadt 98,8,0,HomeWin
441865,2023-10-28T13:30:00Z,9,18,Borussia Mönchengladbach,44,1. FC Heidenheim 1846,2,1,HomeWin
441866,2023-10-28T13:30:00Z,9,12,SV Werder Bremen,28,1. FC Union Berlin,2,0,HomeWin
441868,2023-10-28T13:30:00Z,9,16,FC Augsburg,11,VfL Wolfsburg,3,2,HomeWin
441869,2023-10-28T13:30:00Z,9,10,VfB Stuttgart,2,TSG 1899 Hoffenheim,2,3,AwayWin
441862,2023-10-28T16:30:00Z,9,721,RB Leipzig,1,1. FC Köln,6,0,HomeWin
441864,2023-10-29T14:30:00Z,9,19,Eintracht Frankfurt,4,Borussia Dortmund,3,3,Draw
441863,2023-10-29T16:30:00Z,9,3,Bayer 04 Leverkusen,17,SC Freiburg,2,1,HomeWin
441878,2023-11-03T19:30:00Z,10,55,SV Darmstadt 98,36,VfL Bochum 1848,1,2,AwayWin
441871,2023-11-04T14:30:00Z,10,28,1. FC Union Berlin,19,Eintracht Frankfurt,0,3,AwayWin
441872,2023-11-04T14:30:00Z,10,17,SC Freiburg,18,Borussia Mönchengladbach,3,3,Draw
441874,2023-11-04T14:30:00Z,10,15,1. FSV Mainz 05,721,RB Leipzig,2,0,HomeWin
441875,2023-11-04T14:30:00Z,10,1,1. FC Köln,16,FC Augsburg,1,1,Draw
441876,2023-11-04T14:30:00Z,10,2,TSG 1899 Hoffenheim,3,Bayer 04 Leverkusen,2,3,AwayWin
441870,2023-11-04T17:30:00Z,10,4,Borussia Dortmund,5,FC Bayern München,0,4,AwayWin
441873,2023-11-05T14:30:00Z,10,11,VfL Wolfsburg,12,SV Werder Bremen,2,2,Draw
441877,2023-11-05T16:30:00Z,10,44,1. FC Heidenheim 1846,10,VfB Stuttgart,2,0,HomeWin
441882,2023-11-10T19:30:00Z,11,18,Borussia Mönchengladbach,11,VfL Wolfsburg,4,0,HomeWin
441879,2023-11-11T14:30:00Z,11,5,FC Bayern München,44,1. FC Heidenheim 1846,4,2,HomeWin
441885,2023-11-11T14:30:00Z,11,16,FC Augsburg,2,TSG 1899 Hoffenheim,1,1,Draw
441886,2023-11-11T14:30:00Z,11,10,VfB Stuttgart,4,Borussia Dortmund,2,1,HomeWin
441887,2023-11-11T14:30:00Z,11,55,SV Darmstadt 98,15,1. FSV Mainz 05,0,0,Draw
441884,2023-11-11T17:30:00Z,11,36,VfL Bochum 1848,1,1. FC Köln,1,1,Draw
441881,2023-11-12T14:30:00Z,11,3,Bayer 04 Leverkusen,28,1. FC Union Berlin,4,0,HomeWin
441883,2023-11-12T16:30:00Z,11,12,SV Werder Bremen,19,Eintracht Frankfurt,2,2,Draw
441880,2023-11-12T18:30:00Z,11,721,RB Leipzig,17,SC Freiburg,3,1,HomeWin
441893,2023-11-24T19:30:00Z,12,1,1. FC Köln,5,FC Bayern München,0,1,AwayWin
441888,2023-11-25T14:30:00Z,12,4,Borussia Dortmund,18,Borussia Mönchengladbach,4,2,HomeWin
441889,2023-11-25T14:30:00Z,12,28,1. FC Union Berlin,16,FC Augsburg,1,1,Draw
441890,2023-11-25T14:30:00Z,12,17,SC Freiburg,55,SV Darmstadt 98,1,1,Draw
441892,2023-11-25T14:30:00Z,12,11,VfL Wolfsburg,721,RB Leipzig,2,1,HomeWin
441895,2023-11-25T14:30:00Z,12,12,SV Werder Bremen,3,Bayer 04 Leverkusen,0,3,AwayWin
441891,2023-11-25T17:30:00Z,12,19,Eintracht Frankfurt,10,VfB Stuttgart,1,2,AwayWin
441896,2023-11-26T14:30:00Z,12,44,1. FC Heidenheim 1846,36,VfL Bochum 1848,0,0,Draw
441894,2023-11-26T16:30:00Z,12,2,TSG 1899 Hoffenheim,15,1. FSV Mainz 05,1,1,Draw
441905,2023-12-01T19:30:00Z,13,55,SV Darmstadt 98,1,1. FC Köln,0,1,AwayWin
441898,2023-12-02T14:30:00Z,13,721,RB Leipzig,44,1. FC Heidenheim 1846,2,1,HomeWin
441901,2023-12-02T14:30:00Z,13,18,Borussia Mönchengladbach,2,TSG 1899 Hoffenheim,2,1,HomeWin
441902,2023-12-02T14:30:00Z,13,36,VfL Bochum 1848,11,VfL Wolfsburg,3,1,HomeWin
441904,2023-12-02T17:30:00Z,13,10,VfB Stuttgart,12,SV Werder Bremen,2,0,HomeWin
441900,2023-12-03T14:30:00Z,13,15,1. FSV Mainz 05,17,SC Freiburg,0,1,AwayWin
441899,2023-12-03T16:30:00Z,13,3,Bayer 04 Leverkusen,4,Borussia Dortmund,1,1,Draw
441903,2023-12-03T18:30:00Z,13,16,FC Augsburg,19,Eintracht Frankfurt,2,1,HomeWin
441911,2023-12-08T19:30:00Z,14,2,TSG 1899 Hoffenheim,36,VfL Bochum 1848,3,1,HomeWin
441907,2023-12-09T14:30:00Z,14,28,1. FC Union Berlin,18,Borussia Mönchengladbach,3,1,HomeWin
441908,2023-12-09T14:30:00Z,14,19,Eintracht Frankfurt,5,FC Bayern München,5,1,HomeWin
441909,2023-12-09T14:30:00Z,14,11,VfL Wolfsburg,17,SC Freiburg,0,1,AwayWin
441912,2023-12-09T14:30:00Z,14,12,SV Werder Bremen,16,FC Augsburg,2,0,HomeWin
441914,2023-12-09T14:30:00Z,14,44,1. FC Heidenheim 1846,55,SV Darmstadt 98,3,2,HomeWin
441906,2023-12-09T17:30:00Z,14,4,Borussia Dortmund,721,RB Leipzig,2,3,AwayWin
441913,2023-12-10T14:30:00Z,14,10,VfB Stuttgart,3,Bayer 04 Leverkusen,1,1,Draw
441910,2023-12-10T16:30:00Z,14,1,1. FC Köln,15,1. FSV Mainz 05,0,0,Draw
441920,2023-12-15T19:30:00Z,15,18,Borussia Mönchengladbach,12,SV Werder Bremen,2,2,Draw
441919,2023-12-16T14:30:00Z,15,15,1. FSV Mainz 05,44,1. FC Heidenheim 1846,0,1,AwayWin
441921,2023-12-16T14:30:00Z,15,36,VfL Bochum 1848,28,1. FC Union Berlin,3,0,HomeWin
441922,2023-12-16T14:30:00Z,15,16,FC Augsburg,4,Borussia Dortmund,1,1,Draw
441923,2023-12-16T14:30:00Z,15,55,SV Darmstadt 98,11,VfL Wolfsburg,0,1,AwayWin
441916,2023-12-16T17:30:00Z,15,721,RB Leipzig,2,TSG 1899 Hoffenheim,3,1,HomeWin
441917,2023-12-17T14:30:00Z,15,17,SC Freiburg,1,1. FC Köln,2,0,HomeWin
441918,2023-12-17T16:30:00Z,15,3,Bayer 04 Leverkusen,19,Eintracht Frankfurt,3,0,HomeWin
441915,2023-12-17T18:30:00Z,15,5,FC Bayern München,10,VfB Stuttgart,3,0,HomeWin
441930,2023-12-19T17:30:00Z,16,12,SV Werder Bremen,721,RB Leipzig,1,1,Draw
441924,2023-12-19T19:30:00Z,16,4,Borussia Dortmund,15,1. FSV Mainz 05,1,1,Draw
441929,2023-12-19T19:30:00Z,16,2,TSG 1899 Hoffenheim,55,SV Darmstadt 98,3,3,Draw
441925,2023-12-20T17:30:00Z,16,28,1. FC Union Berlin,1,1. FC Köln,2,0,HomeWin
441926,2023-12-20T19:30:00Z,16,3,Bayer 04 Leverkusen,36,VfL Bochum 1848,4,0,HomeWin
441927,2023-12-20T19:30:00Z,16,19,Eintracht Frankfurt,18,Borussia Mönchengladbach,2,1,HomeWin
441928,2023-12-20T19:30:00Z,16,11,VfL Wolfsburg,5,FC Bayern München,1,2,AwayWin
441931,2023-12-20T19:30:00Z,16,10,VfB Stuttgart,16,FC Augsburg,3,0,HomeWin
441932,2023-12-20T19:30:00Z,16,44,1. FC Heidenheim 1846,17,SC Freiburg,3,2,HomeWin
441933,2024-01-12T19:30:00Z,17,5,FC Bayern München,2,TSG 1899 Hoffenheim,3,0,HomeWin
441934,2024-01-13T14:30:00Z,17,721,RB Leipzig,19,Eintracht Frankfurt,0,1,AwayWin
441935,2024-01-13T14:30:00Z,17,17,SC Freiburg,28,1. FC Union Berlin,0,0,Draw
441936,2024-01-13T14:30:00Z,17,15,1. FSV Mainz 05,11,VfL Wolfsburg,1,1,Draw
441938,2024-01-13T14:30:00Z,17,1,1. FC Köln,44,1. FC Heidenheim 1846,1,1,Draw
441940,2024-01-13T14:30:00Z,17,16,FC Augsburg,3,Bayer 04 Leverkusen,0,1,AwayWin
441941,2024-01-13T17:30:00Z,17,55,SV Darmstadt 98,4,Borussia Dortmund,0,3,AwayWin
441939,2024-01-14T14:30:00Z,17,36,VfL Bochum 1848,12,SV Werder Bremen,1,1,Draw
441937,2024-01-14T16:30:00Z,17,18,Borussia Mönchengladbach,10,VfB Stuttgart,3,1,HomeWin
441943,2024-01-20T14:30:00Z,18,1,1. FC Köln,4,Borussia Dortmund,0,4,AwayWin
441946,2024-01-20T14:30:00Z,18,55,SV Darmstadt 98,19,Eintracht Frankfurt,2,2,Draw
441947,2024-01-20T14:30:00Z,18,44,1. FC Heidenheim 1846,11,VfL Wolfsburg,1,1,Draw
441948,2024-01-20T14:30:00Z,18,17,SC Freiburg,2,TSG 1899 Hoffenheim,3,2,HomeWin
441950,2024-01-20T14:30:00Z,18,36,VfL Bochum 1848,10,VfB Stuttgart,1,0,HomeWin
441945,2024-01-20T17:30:00Z,18,721,RB Leipzig,3,Bayer 04 Leverkusen,2,3,AwayWin
441942,2024-01-21T14:30:00Z,18,5,FC Bayern München,12,SV Werder Bremen,0,1,AwayWin
441949,2024-01-21T16:30:00Z,18,18,Borussia Mönchengladbach,16,FC Augsburg,1,2,AwayWin
441897,2024-01-24T19:30:00Z,13,5,FC Bayern München,28,1. FC Union Berlin,1,0,HomeWin
441954,2024-01-26T19:30:00Z,19,19,Eintracht Frankfurt,15,1. FSV Mainz 05,1,0,HomeWin
441951,2024-01-27T14:30:00Z,19,16,FC Augsburg,5,FC Bayern München,2,3,AwayWin
441952,2024-01-27T14:30:00Z,19,10,VfB Stuttgart,721,RB Leipzig,5,2,HomeWin
441953,2024-01-27T14:30:00Z,19,12,SV Werder Bremen,17,SC Freiburg,3,1,HomeWin
441956,2024-01-27T14:30:00Z,19,11,VfL Wolfsburg,1,1. FC Köln,1,1,Draw
441958,2024-01-27T14:30:00Z,19,2,TSG 1899 Hoffenheim,44,1. FC Heidenheim 1846,1,1,Draw
441955,2024-01-27T17:30:00Z,19,3,Bayer 04 Leverkusen,18,Borussia Mönchengladbach,0,0,Draw
441959,2024-01-28T14:30:00Z,19,28,1. FC Union Berlin,55,SV Darmstadt 98,1,0,HomeWin
441957,2024-01-28T16:30:00Z,19,4,Borussia Dortmund,36,VfL Bochum 1848,3,1,HomeWin
441960,2024-02-02T19:30:00Z,20,44,1. FC Heidenheim 1846,4,Borussia Dortmund,0,0,Draw
441962,2024-02-03T14:30:00Z,20,55,SV Darmstadt 98,3,Bayer 04 Leverkusen,0,2,AwayWin
441964,2024-02-03T14:30:00Z,20,5,FC Bayern München,18,Borussia Mönchengladbach,3,1,HomeWin
441966,2024-02-03T14:30:00Z,20,15,1. FSV Mainz 05,12,SV Werder Bremen,0,1,AwayWin
441967,2024-02-03T14:30:00Z,20,36,VfL Bochum 1848,16,FC Augsburg,1,1,Draw
441968,2024-02-03T14:30:00Z,20,17,SC Freiburg,10,VfB Stuttgart,1,3,AwayWin
441963,2024-02-03T17:30:00Z,20,1,1. FC Köln,19,Eintracht Frankfurt,2,0,HomeWin
441965,2024-02-04T14:30:00Z,20,11,VfL Wolfsburg,2,TSG 1899 Hoffenheim,2,2,Draw
441961,2024-02-04T16:30:00Z,20,721,RB Leipzig,28,1. FC Union Berlin,2,0,HomeWin
441944,2024-02-07T17:30:00Z,18,15,1. FSV Mainz 05,28,1. FC Union Berlin,1,1,Draw
441971,2024-02-09T19:30:00Z,21,4,Borussia Dortmund,17,SC Freiburg,3,0,HomeWin
441970,2024-02-10T14:30:00Z,21,16,FC Augsburg,721,RB Leipzig,2,2,Draw
441972,2024-02-10T14:30:00Z,21,28,1. FC Union Berlin,11,VfL Wolfsburg,1,0,HomeWin
441975,2024-02-10T14:30:00Z,21,19,Eintracht Frankfurt,36,VfL Bochum 1848,1,1,Draw
441976,2024-02-10T14:30:00Z,21,12,SV Werder Bremen,44,1. FC Heidenheim 1846,1,2,AwayWin
441977,2024-02-10T14:30:00Z,21,18,Borussia Mönchengladbach,55,SV Darmstadt 98,0,0,Draw
441969,2024-02-10T17:30:00Z,21,3,Bayer 04 Leverkusen,5,FC Bayern München,3,0,HomeWin
441973,2024-02-11T14:30:00Z,21,10,VfB Stuttgart,15,1. FSV Mainz 05,3,1,HomeWin
441974,2024-02-11T16:30:00Z,21,2,TSG 1899 Hoffenheim,1,1. FC Köln,1,1,Draw
441984,2024-02-16T19:30:00Z,22,1,1. FC Köln,12,SV Werder Bremen,0,1,AwayWin
441979,2024-02-17T14:30:00Z,22,11,VfL Wolfsburg,4,Borussia Dortmund,1,1,Draw
441980,2024-02-17T14:30:00Z,22,2,TSG 1899 Hoffenheim,28,1. FC Union Berlin,0,1,AwayWin
441981,2024-02-17T14:30:00Z,22,44,1. FC Heidenheim 1846,3,Bayer 04 Leverkusen,1,2,AwayWin
441985,2024-02-17T14:30:00Z,22,15,1. FSV Mainz 05,16,FC Augsburg,1,0,HomeWin
441986,2024-02-17T14:30:00Z,22,55,SV Darmstadt 98,10,VfB Stuttgart,1,2,AwayWin
441983,2024-02-17T17:30:00Z,22,721,RB Leipzig,18,Borussia Mönchengladbach,2,0,HomeWin
441982,2024-02-18T14:30:00Z,22,17,SC Freiburg,19,Eintracht Frankfurt,3,3,Draw
441978,2024-02-18T16:30:00Z,22,36,VfL Bochum 1848,5,FC Bayern München,3,2,HomeWin
441990,2024-02-23T19:30:00Z,23,3,Bayer 04 Leverkusen,15,1. FSV Mainz 05,2,1,HomeWin
441991,2024-02-24T14:30:00Z,23,10,VfB Stuttgart,1,1. FC Köln,1,1,Draw
441994,2024-02-24T14:30:00Z,23,28,1. FC Union Berlin,44,1. FC Heidenheim 1846,2,2,Draw
441995,2024-02-24T14:30:00Z,23,12,SV Werder Bremen,55,SV Darmstadt 98,1,1,Draw
441993,2024-02-24T14:40:00Z,23,18,Borussia Mönchengladbach,36,VfL Bochum 1848,5,2,HomeWin
441987,2024-02-24T17:30:00Z,23,5,FC Bayern München,721,RB Leipzig,2,1,HomeWin
441989,2024-02-25T14:30:00Z,23,19,Eintracht Frankfurt,11,VfL Wolfsburg,2,2,Draw
441992,2024-02-25T16:30:00Z,23,4,Borussia Dortmund,2,TSG 1899 Hoffenheim,2,3,AwayWin
441988,2024-02-25T18:30:00Z,23,16,FC Augsburg,17,SC Freiburg,2,1,HomeWin
441996,2024-03-01T19:30:00Z,24,17,SC Freiburg,5,FC Bayern München,2,2,Draw
441997,2024-03-02T14:30:00Z,24,28,1. FC Union Berlin,4,Borussia Dortmund,0,2,AwayWin
441998,2024-03-02T14:30:00Z,24,36,VfL Bochum 1848,721,RB Leipzig,1,4,AwayWin
442000,2024-03-02T14:30:00Z,24,44,1. FC Heidenheim 1846,19,Eintracht Frankfurt,1,2,AwayWin
442001,2024-03-02T14:30:00Z,24,15,1. FSV Mainz 05,18,Borussia Mönchengladbach,1,1,Draw
